Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2018,64,Demi Lovato,Sorry Not Sorry,Sorry Not Sorry,"['pop', 'rnb', 'dance', 'best of 2017', 'hino']","['pop', 'rnb']",pop
2018,65,Charlie Puth,How Long,How Long,"['pop', 'rnb', 'funk', '2017', 'dance']","['pop', 'rnb']",pop
2018,66,MAX,Lights Down Low,Lights Down Low,"['pop', 'indie pop', 'Awesome', 'american', 'rnb']","['pop', 'rnb']",pop
2018,67,Khalid,Young Dumb & Broke,Young Dumb & Broke,"['american', 'rnb', 'Khalid', 'Hip-Hop', 'pop']","['rnb', 'Hip-Hop', 'pop']",r&b
2018,68,Calvin Harris,One Kiss,One Kiss,"['pop', 'dance', 'dance-pop', 'House', 'club']",['pop'],pop
2018,69,Imagine Dragons,Natural,Natural,"['rock', '2018', 'indie', 'alternative', 'alternative rock']","['rock', 'indie']",rock
2018,70,Jason Aldean,You Make It Easy,You Make It Easy,"['country', '2010s', '2018']",['country'],country
2018,71,Ed Sheeran,Shape Of You,Shape Of You,"['pop', 'dancehall', '2017', 'dance', '2010s']",['pop'],pop
2018,73,DJ Khaled,No Brainer,No Brainer,"['rap', 'Hip-Hop', 'dance', 'hip hop', 'pop']","['rap', 'Hip-Hop', 'hip hop', 'pop']",rap
2018,74,A$AP Ferg,Plain Jane,Plain Jane,"['trap', 'Hip-Hop', 'rap', 'Awesome', 'party']","['Hip-Hop', 'rap']",hip hop
2018,75,Miguel,Sky Walker,Sky Walker,"['soul', 'Dope', 'rnb', 'Neo Soul', '10s']","['soul', 'rnb']",soul
2018,76,Thomas Rhett,Marry Me,Marry Me,"['country', 'Ballad', '2010s', '2017', 'country pop']",['country'],country
2018,78,The Weeknd,Call Out My Name,Call Out My Name,"['rnb', 'soul', 'Canadian', 'r&b', 'trap']","['rnb', 'soul', 'r&b']",r&b
2018,82,Florida Georgia Line,Simple,Simple,"['country', '2010s', 'fuck this shit', '2018', 'linedance catalan']",['country'],country
2018,84,Logic,1-800-273-8255,1-800-273-8255,"['hip hop', 'Hip-Hop', 'pop', 'rap', 'sad']","['hip hop', 'Hip-Hop', 'pop', 'rap']",hip hop
2018,85,Justin Timberlake,Say Something,Say Something,"['pop', 'country', '2018', 'Chris Stapleton', 'soul']","['pop', 'country', 'soul']",pop
2018,87,Kenny Chesney,Get Along,Get Along,"['country', 'country rock', 'modern country', '2010s', '2018']",['country'],country
2018,88,XXXTENTACION,Moonlight,Moonlight,"['rap', 'Hip-Hop', 'emo', 'hip hop', 'emo rap']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,91,YoungBoy Never Broke Again,Outside Today,Outside Today,"['Hip-Hop', 'hip hop', 'rap', 'trap', 'mumble rap']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2018,92,Ella Mai,Trip,Trip,"['rnb', 'Hip-Hop', 'soul', 'british', 'urban']","['rnb', 'Hip-Hop', 'soul']",r&b
2018,94,XXXTENTACION,Changes,Changes,"['emo', 'Hip-Hop', 'rap', 'hip hop', 'soul']","['Hip-Hop', 'rap', 'hip hop', 'soul']",hip hop
2018,95,Brett Young,Mercy,Mercy,"['country', 'hairy chest', 'hunks', 'linedance 2017']",['country'],country
2018,97,Rae Sremmurd,Powerglide,Powerglide,"['rap', 'trap', '2010s']",['rap'],rap
2018,98,Dua Lipa,IDGAF,IDGAF,"['pop', 'dance', 'dance-pop', 'british', 'rnb']","['pop', 'rnb']",pop
2018,100,Imagine Dragons,Believer,Believer,"['rock', 'pop rock', 'pop', 'alternative', 'IMAGINE DRAGONS']","['rock', 'pop']",rock
2019,1,Lil Nas X,Old Town Road,Old Town Road,"['trap', 'rap', 'country', 'country rap', 'pop rap']","['rap', 'country']",rap
2019,3,Halsey,Without Me,Without Me,"['pop', 'rnb', 'halsey', 'alternative', 'synthpop']","['pop', 'rnb']",pop
2019,4,Billie Eilish,Bad Guy,Bad Guy,"['electropop', 'pop', 'indie pop', 'dance-pop', '2019']",['pop'],pop
2019,5,Post Malone,Wow.,Wow.,"['rap', 'Hip-Hop', 'hip hop', 'trap', '2010s']","['rap', 'Hip-Hop', 'hip hop']",rap
2019,8,Khalid,Talk,Talk,"['pop', 'rnb', '2010s', '2019', 'disclosure']","['pop', 'rnb']",pop
2019,9,Travis Scott,Sicko Mode,Sicko Mode,"['trap', 'rap', 'Hip-Hop', 'pop rap', 'experimental hip-hop']","['rap', 'Hip-Hop']",rap
2019,10,Jonas Brothers,Sucker,Sucker,"['pop', 'rock', 'pop rock', '2010s', 'comeback']","['pop', 'rock']",pop
2019,11,Panic! At The Disco,High Hopes,High Hopes,"['pop', 'alternative', 'indie', 'indie rock', 'pop rock']","['pop', 'indie']",pop
2019,13,Lizzo,Truth Hurts,Truth Hurts,"['Hip-Hop', 'rnb', 'pop', 'rap', '2010s']","['Hip-Hop', 'rnb', 'pop', 'rap']",hip hop
2019,19,Lady Gaga,Shallow,Shallow,"['Soundtrack', 'pop', 'country', 'Ballad', 'rock']","['pop', 'country', 'rock']",pop
2019,20,Khalid,Better,Better,"['rnb', 'pop', 'Hip-Hop', 'rap', 'trap']","['rnb', 'pop', 'Hip-Hop', 'rap']",r&b
2019,23,Ava Max,Sweet But Psycho,Sweet But Psycho,"['pop', 'electropop', '2010s', 'generic', 'dance-pop']",['pop'],pop
2019,24,DaBaby,Suge,Suge,"['2019', 'DaBaby', 'Hip-Hop', 'rap', 'pure shit']","['Hip-Hop', 'rap']",hip hop
2019,25,J. Cole,Middle Child,Middle Child,"['hip hop', 'rap', '2010s', '2019', 'Hip-Hop']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2019,27,Lewis Capaldi,Someone You Loved,Someone You Loved,"['2010s', 'alternative', 'soft rock', '2019', 'indie']",['indie'],indie
2019,32,Post Malone,Better Now,Better Now,"['Hip-Hop', 'trap', 'rap', '2010s', 'cloud rap']","['Hip-Hop', 'rap']",hip hop
2019,33,5 Seconds Of Summer,Youngblood,Youngblood,"['rock', 'pop rock', 'pop', 'dance', '2010s']","['rock', 'pop']",rock
2019,35,Dan + Shay,Speechless,Speechless,"['2010s', 'country', 'vocal harmonies', 'Ballad', 'fallon']",['country'],country
2019,37,Cardi B,Please Me,Please Me,"['Hip-Hop', 'soul', 'rap', 'rnb', 'funk']","['Hip-Hop', 'soul', 'rap', 'rnb']",hip hop
2019,38,Cardi B,Money,Money,"['rap', 'trap', 'east coast hip hop', 'Better than Nicki Minaj', 'money']",['rap'],rap
2019,39,Taylor Swift,You Need To Calm Down,You Need To Calm Down,"['pop', 'synthpop', 'taylor swift', '2010s', '2019']",['pop'],pop
2019,40,Lil Nas X,Panini,Panini,"['trap', '2019', 'rap', 'pop rap', '2010s']",['rap'],rap
2019,41,A Boogie Wit da Hoodie,Look Back At It,Look Back At It,"['Hip-Hop', 'rap', 'trap', 'Meyers', 'a boogie wit da hoodie']","['Hip-Hop', 'rap']",hip hop
2019,42,21 Savage,A Lot,A Lot,"['trap', 'rap', 'Hip-Hop', 'Gilles Peterson', 'fip']","['rap', 'Hip-Hop']",rap
2019,43,Taylor Swift,ME!,ME!,"['electronic', 'pop', 'synthpop', 'bubblegum']",['pop'],pop
2019,44,Bad Bunny,MIA,MIA,"['rap', 'latin', 'rnb', 'dancehall', 'Drake']","['rap', 'latin', 'rnb']",rap
2019,47,Blueface,Thotiana,Thotiana,"['Hip-Hop', 'rap', 'shit', 'Trash', 'garbage']","['Hip-Hop', 'rap']",hip hop
2019,48,Juice WRLD,Lucid Dreams,Lucid Dreams,"['emo rap', 'hip hop', 'Hip-Hop', 'trap', 'rap']","['hip hop', 'Hip-Hop', 'rap']",hip hop
2019,49,Sheck Wes,Mo Bamba,Mo Bamba,"['Hip-Hop', 'hiphop', 'trap', 'FM4', 'fallon']",['Hip-Hop'],hip hop
2019,54,Dean Lewis,Be Alright,Be Alright,"['pop', 'australian', 'indie pop', 'singer-songwriter', 'Pop-Rock']",['pop'],pop
2019,56,Blanco Brown,The Git Up,The Git Up,"['country', '2010s', 'extensive vamping', 'major key tonality', 'acoustic rhythm guitars']",['country'],country
2019,57,DJ Snake,Taki Taki,Taki Taki,"['electronic', 'latin', 'latino', 'major lazer', 'cardi b']",['latin'],latin
2019,60,Lauren Daigle,You Say,You Say,"['2010s', 'pop', 'female vocalists', 'piano', 'easy listening']",['pop'],pop
2019,61,Panic! At The Disco,"Hey Look Ma, I Made It","Hey Look Ma, I Made It","['pop', 'alternative', 'dance', 'pop rock', '2010s']",['pop'],pop
2019,62,Post Malone,Circles,Circles,"['pop', 'indie pop', '2010s', '2019', 'pop rock']",['pop'],pop
2019,63,Luke Combs,Beer Never Broke My Heart,Beer Never Broke My Heart,"['pop', 'rock', 'country', 'country rock', 'country pop']","['pop', 'rock', 'country']",pop
2019,66,YNW Melly,Murder On My Mind,Murder On My Mind,"['hip hop', 'trap', 'YNW Melly', 'MySpotigramBot', 'rap']","['hip hop', 'rap']",hip hop
2019,67,Billie Eilish,When The Party’s Over,When The Partys Over,"['pop', 'female vocalists', '2010s', 'teen pop']",['pop'],pop
2019,70,SHAED,Trampoline,Trampoline,"['electronic', 'pop', 'chill', '2010s', 'extensive vamping']",['pop'],pop
2019,71,Flipp Dinero,Leave Me Alone,Leave Me Alone,"['MySpotigramBot', '-1001747063611', '-1001819731063', 'Hip-Hop', 'hip hop']","['Hip-Hop', 'hip hop']",hip hop
2019,73,Billie Eilish,Bury A Friend,Bury A Friend,"['pop', 'electropop', 'alternative', '2010s', 'industrial']",['pop'],pop
2019,76,Saweetie,My Type,My Type,"['Hip-Hop', 'rap', '2010s', '2019', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2019,78,Jonas Brothers,Only Human,Only Human,"['pop', '2010s', '2019', 'reggae', 'dance']","['pop', 'reggae']",pop
2019,80,Ella Mai,Trip,Trip,"['rnb', 'Hip-Hop', 'soul', 'british', 'urban']","['rnb', 'Hip-Hop', 'soul']",r&b
2019,81,Lee Brice,Rumor,Rumor,"['country', 'Ballad', '2010s', '2018']",['country'],country
2019,83,Sam Smith,How Do You Sleep?,How Do You Sleep?,"['pop', 'synthpop', 'british', 'dance-pop', '2019']",['pop'],pop
2019,85,Thomas Rhett,Look What God Gave Her,Look What God Gave Her,"['country', '2010s', 'snl', '2019', 'linedance 2019']",['country'],country
2019,86,Kane Brown,Good As You,Good As You,"['country', '2010s', '2019', 'linedance 2019']",['country'],country
2019,88,Khalid,Love Lies,Love Lies,"['pop', 'soul', 'rnb', '2010s', '2018']","['pop', 'soul', 'rnb']",pop
2019,91,Dan + Shay,Tequila,Tequila,"['country', 'modern country', '2010s', 'singer-songwriter', 'american']",['country'],country
2019,94,Florida Georgia Line,Talk You Out Of It,Talk You Out Of It,"['country', 'Ballad', '2010s', '2018']",['country'],country
2019,95,Bazzi,Beautiful,Beautiful,"['pop', 'Lana Del Rey']",['pop'],pop
2019,98,Ariana Grande,Boyfriend,Boyfriend,"['Hip-Hop', 'soul', 'rnb', 'hip hop', 'pop']","['Hip-Hop', 'soul', 'rnb', 'hip hop', 'pop']",hip hop
2019,99,P!nk,Walk Me Home,Walk Me Home,"['pop', 'folk', 'pop rock', '2010s', '2019']",['pop'],pop
2019,100,Juice WRLD,Robbery,Robbery,"['Hip-Hop', 'sad', 'emo rap', 'Juice WRLD', 'emo']",['Hip-Hop'],hip hop
2020,1,The Weeknd,Blinding Lights,Blinding Lights,"['synthpop', 'synthwave', 'pop', '2019', '2010s']",['pop'],pop
2020,2,Post Malone,Circles,Circles,"['pop', 'indie pop', '2010s', '2019', 'pop rock']",['pop'],pop
2020,3,Roddy Ricch,The Box,The Box,"['trap', 'Hip-Hop', 'rap', '2019', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2020,6,Harry Styles,Adore You,Adore You,"['pop', '2010s', 'rock', '2019', 'british']","['pop', 'rock']",pop
2020,8,Maroon 5,Memories,Memories,"['pop', '2010s', 'indie', 'rock', 'alternative']","['pop', 'indie', 'rock']",pop
2020,9,Maren Morris,The Bones,The Bones,"['2019', 'pop', 'country', 'female vocalists', 'vocal harmonies']","['pop', 'country']",pop
2020,10,Lewis Capaldi,Someone You Loved,Someone You Loved,"['2010s', 'alternative', 'soft rock', '2019', 'indie']",['indie'],indie
2020,11,Doja Cat,Say So,Say So,"['pop', 'Disco', 'rap', 'Hip-Hop', 'dance']","['pop', 'rap', 'Hip-Hop']",pop
2020,12,Gabby Barrett,I Hope,I Hope,"['country', 'country pop', 'pop', 'female vocalists', 'guitar']","['country', 'pop']",country
2020,13,Jack Harlow,Whats Poppin,Whats Poppin,"['2020', 'Hip-Hop', 'rap', '2020s', 'trap']","['Hip-Hop', 'rap']",hip hop
2020,14,Tones And I,Dance Monkey,Dance Monkey,"['pop', '2019', '2010s', 'Trash', 'terrible']",['pop'],pop
2020,15,Megan Thee Stallion,Savage,Savage,"['trap', 'Hip-Hop', 'hip hop', 'rap', 'vanity']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2020,16,Arizona Zervas,Roxanne,Roxanne,"['2019', '2010s', 'arizona zervas', 'Hip-Hop', 'rap']","['Hip-Hop', 'rap']",hip hop
2020,18,Billie Eilish,Everything I Wanted,Everything I Wanted,"['indie pop', 'indie', 'pop', '2010s', 'alternative']","['indie', 'pop']",indie
2020,19,SAINt JHN,Roses,Roses,"['rnb', 'trap', '2016', 'alternative rnb']",['rnb'],r&b
2020,20,Harry Styles,Watermelon Sugar,Watermelon Sugar,"['pop', 'rock', '2019', 'indie pop', '2010s']","['pop', 'rock']",pop
2020,21,Lewis Capaldi,Before You Go,Before You Go,"['alternative', 'indie pop', 'indie', 'acoustic', 'piano rock']",['indie'],indie
2020,22,Trevor Daniel,Falling,Falling,"['2010s', '2019', 'pop', 'trevor daniel', '10s']",['pop'],pop
2020,26,blackbear,Hot Girl Bummer,Hot Girl Bummer,"['rap', 'trap', 'rnb', '2010s', 'blackbear']","['rap', 'rnb']",rap
2020,27,Lil Mosey,Blueberry Faygo,Blueberry Faygo,"['rap', '2020', '2020s', 'lil mosey', '2010s']",['rap'],rap
2020,28,The Weeknd,Heartless,Heartless,"['trap', 'rap', 'rnb', '2010s', 'The Weeknd']","['rap', 'rnb']",rap
2020,29,DaBaby,BOP,BOP,"['rap', 'Hip-Hop', 'hip hop', 'trap', 'tiktok']","['rap', 'Hip-Hop', 'hip hop']",rap
2020,30,Selena Gomez,Lose You To Love Me,Lose You To Love Me,"['pop', 'Rare', 'Selena Gomez', '2019', 'excellent']",['pop'],pop
2020,31,Lizzo,Good As Hell,Good As Hell,"['Hip-Hop', 'pop', 'rap', 'rnb', '2010s']","['Hip-Hop', 'pop', 'rap', 'rnb']",hip hop
2020,32,Drake,Toosie Slide,Toosie Slide,"['rap', 'hip hop', 'trap', 'Drake', '2020']","['rap', 'hip hop']",rap
2020,33,Dua Lipa,Break My Heart,Break My Heart,"['pop', 'Disco', 'dance-pop', 'dance', 'nu-disco']",['pop'],pop
2020,37,Camila Cabello,My Oh My,My Oh My,"['pop', 'sexy', 'female vocalists', 'latin', '10s']","['pop', 'latin']",pop
2020,38,BTS,Dynamite,Dynamite,"['pop', 'Disco', 'k-pop', 'Kpop', 'bts']",['pop'],pop
2020,39,Chris Brown,Go Crazy,Go Crazy,"['rnb', 'Chris Brown', 'r&b', 'f', 'pop rap']","['rnb', 'r&b']",r&b
2020,43,Powfu,Death Bed,Death Bed,"['indie', 'alternative', 'sad', 'lo-fi hip hop']",['indie'],indie
2020,45,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,"['rap', 'trap', 'pop rap', '2010s', 'alternative rnb']",['rap'],rap
2020,46,Billie Eilish,Bad Guy,Bad Guy,"['electropop', 'pop', 'indie pop', 'dance-pop', '2019']",['pop'],pop
2020,48,Lady Gaga,Rain On Me,Rain On Me,"['House', 'Disco', 'pop', 'dance-pop', 'Lady Gaga']",['pop'],pop
2020,53,SHAED,Trampoline,Trampoline,"['electronic', 'pop', 'chill', '2010s', 'extensive vamping']",['pop'],pop
2020,55,Lizzo,Truth Hurts,Truth Hurts,"['Hip-Hop', 'rnb', 'pop', 'rap', '2010s']","['Hip-Hop', 'rnb', 'pop', 'rap']",hip hop
2020,58,Justin Bieber,Yummy,Yummy,"['black metal', '2020', 'rnb', 'pop', 'trap']","['rnb', 'pop']",r&b
2020,61,Surfaces,Sunday Best,Sunday Best,"['days of the week', 'indie', 'indie pop', 'fip', 'euphoria']",['indie'],indie
2020,62,Eminem,Godzilla,Godzilla,"['hip hop', 'rap', '2020']","['hip hop', 'rap']",hip hop
2020,64,StaySolidRocky,Party Girl,Party Girl,"['Hip-Hop', '2020', '2020s', 'staysolidrocky']",['Hip-Hop'],hip hop
2020,67,Mariah Carey,All I Want For Christmas Is You,All I Want For Christmas Is You,"['christmas', 'pop', 'xmas', 'Mariah Carey', 'female vocalists']","['christmas', 'pop']",christmas
2020,68,Lee Brice,One Of Them Girls,One Of Them Girls,"['country', '2020', '2020s', 'linedance 2020']",['country'],country
2020,69,Sam Hunt,Hard To Forget,Hard To Forget,"['country', 'country pop', '2020', '2020s']",['country'],country
2020,70,Luke Bryan,One Margarita,One Margarita,"['country', 'summer', 'drinking song', 'dumb lyrics', '2020']",['country'],country
2020,71,Lil Nas X,Panini,Panini,"['trap', '2019', 'rap', 'pop rap', '2010s']",['rap'],rap
2020,75,YNW Melly,Suicidal,Suicidal,"['Hip-Hop', 'YNW Melly', 'rnb', 'trap', 'emo rap']","['Hip-Hop', 'rnb']",hip hop
2020,76,Lil Baby,The Bigger Picture,The Bigger Picture,"['MySpotigramBot', 'rap', 'Conscious Hip Hop', 'Political Hip Hop', 'hip hop']","['rap', 'hip hop']",rap
2020,77,Jonas Brothers,Only Human,Only Human,"['pop', '2010s', '2019', 'reggae', 'dance']","['pop', 'reggae']",pop
2020,82,Halsey,You Should Be Sad,You Should Be Sad,"['2020', 'country', 'country pop', 'indie pop', '2020s']",['country'],country
2020,83,Pop Smoke,Dior,Dior,"['MySpotigramBot', 'UK Drill', 'Pop Smoke', '-1001819731063', 'hip hop']",['hip hop'],hip hop
2020,84,BENEE,Supalonely,Supalonely,"['tiktok', 'indie', 'pop', 'indie pop', 'fip']","['indie', 'pop']",indie
2020,87,Doja Cat,Juicy,Juicy,"['rap', 'Hip-Hop', 'hip hop', 'electronic', 'pop']","['rap', 'Hip-Hop', 'hip hop', 'pop']",rap
2020,92,Juice WRLD,Wishing Well,Wishing Well,"['pop', 'wishing well', 'Juice WRLD', 'Hip-Hop', 'hip hop']","['pop', 'Hip-Hop', 'hip hop']",pop
2021,1,Dua Lipa,Levitating,Levitating,"['pop', 'Disco', 'dance-pop', 'nu-disco', '2020']",['pop'],pop
2021,2,The Weeknd,Save Your Tears,Save Your Tears,"['synthpop', 'pop', 'rnb', 'synthwave', 'new romantic']","['pop', 'rnb']",pop
2021,3,The Weeknd,Blinding Lights,Blinding Lights,"['synthpop', 'synthwave', 'pop', '2019', '2010s']",['pop'],pop
2021,5,Olivia Rodrigo,Good 4 U,Good 4 U,"['pop rock', 'rock', 'pop punk', 'pop', 'punk']","['rock', 'pop']",rock
2021,6,Doja Cat,Kiss Me More,Kiss Me More,"['pop', 'dance', 'rnb', 'Disco', 'electronic']","['pop', 'rnb']",pop
2021,8,Olivia Rodrigo,Drivers License,Drivers License,"['pop', 'sad', 'Ballad', 'sour', 'bedroom pop']",['pop'],pop
2021,9,Lil Nas X,Montero (Call Me By Your Name),Montero (Call Me By Your Name),"['rnb', 'pop', 'pop rap', 'latin pop', '2021']","['rnb', 'pop']",r&b
2021,10,Justin Bieber,Peaches,Peaches,"['black metal', 'Hip-Hop', 'rnb', 'rnb hip-hop', 'goat song']","['Hip-Hop', 'rnb']",hip hop
2021,11,BTS,Butter,Butter,"['pop', 'butter', 'bts', 'k-pop', 'Kpop']",['pop'],pop
2021,12,The Kid LAROI,Stay,Stay,"['pop', 'electronic', 'rap', 'pop rock', 'synth-pop']","['pop', 'rap']",pop
2021,13,Olivia Rodrigo,Deja Vu,Deja Vu,"['pop', '2021', 'indie', 'rock', 'indie pop']","['pop', 'indie', 'rock']",pop
2021,15,Ed Sheeran,Bad Habits,Bad Habits,"['pop', '2021', 'Ed Sheeran', '2020s', 'dance']",['pop'],pop
2021,16,Glass Animals,Heat Waves,Heat Waves,"['psychedelic pop', 'indie', 'electronic', 'trip-hop', 'pop']","['indie', 'pop']",indie
2021,17,The Kid LAROI,Without You,Without You,"['pop', 'emo', 'rap', 'acoustic', 'The Kid Laroi']","['pop', 'rap']",pop
2021,18,Luke Combs,Forever After All,Forever After All,"['country', 'calm', 'singer songwriter', 'good voice', 'genuine']",['country'],country
2021,19,Chris Brown,Go Crazy,Go Crazy,"['rnb', 'Chris Brown', 'r&b', 'f', 'pop rap']","['rnb', 'r&b']",r&b
2021,20,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,"['rap', '2020s', '2021', 'trap', '20s']",['rap'],rap
2021,21,Ariana Grande,34+35,34+35,"['pop', 'rnb', '2020', '2020s', 'trap pop']","['pop', 'rnb']",pop
2021,22,Pop Smoke,What You Know Bout Love,What You Know Bout Love,"['hip hop', 'rap', '2020', '2020s', 'Pop Smoke']","['hip hop', 'rap']",hip hop
2021,24,Lil Nas X,Industry Baby,Industry Baby,"['pop', 'rap', 'summer', 'party', 'fip']","['pop', 'rap']",pop
2021,25,Billie Eilish,Therefore I Am,Therefore I Am,"['electropop', 'downtempo', 'Jazz-Pop', '2020', 'pop']",['pop'],pop
2021,26,Cardi B,Up,Up,"['2021', 'rap', 'Hip-Hop', 'pop', 'trap']","['rap', 'Hip-Hop', 'pop']",rap
2021,27,Walker Hayes,Fancy Like,Fancy Like,"['country', '2021', '2020s', 'vocal harmonies', 'shit']",['country'],country
2021,30,Polo G,Rapstar,Rapstar,"['rap', '2020s', '2021', 'Polo G', 'indie']","['rap', 'indie']",rap
2021,31,Giveon,Heartbreak Anniversary,Heartbreak Anniversary,"['alternative', 'rnb', 'Ballad', 'alternative rnb', '2020s']",['rnb'],r&b
2021,33,Lil Tjay,Calling My Phone,Calling My Phone,"['2020s', '2021', 'rap', 'rnb', 'trap']","['rap', 'rnb']",rap
2021,38,Olivia Rodrigo,Traitor,Traitor,"['Ballad', 'indie', 'pop', 'alternative', 'indie pop']","['indie', 'pop']",indie
2021,40,Gabby Barrett,I Hope,I Hope,"['country', 'country pop', 'pop', 'female vocalists', 'guitar']","['country', 'pop']",country
2021,41,BTS,Dynamite,Dynamite,"['pop', 'Disco', 'k-pop', 'Kpop', 'bts']",['pop'],pop
2021,43,Doja Cat,You Right,You Right,"['rnb', 'rap', 'trap', 'The Weeknd', '2020s']","['rnb', 'rap']",r&b
2021,46,Doja Cat,Need To Know,Need To Know,"['Hip-Hop', 'rnb', 'trap', 'pop rap', 'rap']","['Hip-Hop', 'rnb', 'rap']",hip hop
2021,50,CJ,Whoopty,Whoopty,"['rap', 'hip hop', 'trap', 'CJ', '2020']","['rap', 'hip hop']",rap
2021,52,SZA,Good Days,Good Days,"['alternative rnb', 'rnb', 'Neo-Soul', '2020', '2020s']",['rnb'],r&b
2021,53,Chris Stapleton,Starting Over,Starting Over,"['country', 'contemporary country', '2020', '2020s', 'linedance catalan']",['country'],country
2021,54,Megan Thee Stallion,Body,Body,"['2020s', 'rap', 'trap', '2020', 'Hip-Hop']","['rap', 'Hip-Hop']",rap
2021,55,Taylor Swift,Willow,Willow,"['folk', 'alternative', 'indie folk', 'folk pop', 'indie']",['indie'],indie
2021,64,Dan + Shay,Glad You Exist,Glad You Exist,"['country', 'Ballad', '2020s', '2021']",['country'],country
2021,67,Doja Cat,Streets,Streets,"['rnb', '2010s', '2019', 'love at first listen', 'electronic']",['rnb'],r&b
2021,69,Chris Young,Famous Friends,Famous Friends,"['country', '2020', '2020s']",['country'],country
2021,71,Megan Thee Stallion,Thot Shit,Thot Shit,"['Hip-Hop', 'rap', 'trap', 'hardcore hip hop', 'Southern Hip Hop']","['Hip-Hop', 'rap']",hip hop
2021,72,Roddy Ricch,Late At Night,Late At Night,['rnb'],['rnb'],r&b
2021,73,Ava Max,Kings & Queens,Kings & Queens,"['pop', 'electropop', '2020', 'Ava Max', 'dance-pop']",['pop'],pop
2021,74,Justin Bieber,Anyone,Anyone,"['black metal', 'pop', 'rnb', 'justin bieber', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2021,75,Mooski,Track Star,Track Star,['hip hop'],['hip hop'],hip hop
2021,77,Megan Thee Stallion,Cry Baby,Cry Baby,"['hip hop', 'rap', '2020']","['hip hop', 'rap']",hip hop
2021,78,Mariah Carey,All I Want For Christmas Is You,All I Want For Christmas Is You,"['christmas', 'pop', 'xmas', 'Mariah Carey', 'female vocalists']","['christmas', 'pop']",christmas
